fold	epoch	train loss	valid loss
1	1	0.8527887518447101	0.5689292990803297
1	2	0.6110707811154147	0.5152615210298094
1	3	0.5570946326373276	0.5088374129769659
1	4	0.5228490648746584	0.5243117500741574
1	5	0.506081195744899	0.5156477828223798
1	6	0.4870884420886244	0.4864257356092702
1	7	0.4754524396642498	0.49032453681891885
1	8	0.4604522939296063	0.48549689689499753
1	9	0.4477501918064832	0.4603936904416067
1	10	0.4410288066877119	0.46735925982992554
1	11	0.4227721038452541	0.45594895960164156
1	12	0.41704788342159216	0.45960761585631554
1	13	0.4073812878150588	0.4524475182324332
1	14	0.4012336210206204	0.4529832572587387
1	15	0.391218409378083	0.44087723987473193
1	16	0.3823144286110395	0.42664039508824636
1	17	0.37613086390422756	0.44394981676824524
1	18	0.37091512691403633	0.4391025737085949
1	19	0.3633168539698563	0.4195417742847133
1	20	0.3581901080891765	0.4291924003366868
1	21	0.35384348206862687	0.4273896365304718
1	22	0.35153712114318475	0.43228869619302107
1	23	0.34362205886985914	0.4400930921201571
1	24	0.33871171354054	0.4109235221105414
1	25	0.3368079742269746	0.4281291386158643
1	26	0.3271620781206598	0.42781193533339684
1	27	0.32525059804583606	0.416947513660778
1	28	0.3213259022687293	0.4303390267880982
1	29	0.31869934830985724	0.4290195777749004
1	30	0.3128959071293362	0.427991039972002
1	31	0.30927908487258166	0.4145827257064543
1	32	0.30923186401420827	0.41594264959067423
1	33	0.3036813958455499	0.4410997865056823
1	34	0.30281900683828183	0.4247693558463781
1	35	0.29924922834015566	0.4335113907555388
1	36	0.2940002031767654	0.42582140668120905
1	37	0.291791613763297	0.4186876158200389
1	38	0.29150616930754547	0.42242565387761216
1	39	0.2868586440775785	0.4277954806076764
1	40	0.28771448290121054	0.4196398379314072
1	41	0.2843800778535473	0.41743495307415196
1	42	0.2811518360147253	0.43459078769591164
1	43	0.2795284898007529	0.4138407391815219
1	44	0.2756944167547288	0.4236520688862346
1	45	0.2726779295578394	0.42037574304498126
1	46	0.27176562096436535	0.417435478985099
1	47	0.26910915767790805	0.4083087336364146
1	48	0.2713980006414579	0.43045258985391355
1	49	0.2672333363977469	0.4245892616232377
1	50	0.266830198604264	0.414869213693976
1	51	0.2655607427908806	0.42726730536866947
1	52	0.2634792212216958	0.416208985784871
1	53	0.26210407629860677	0.4164354615834914
1	54	0.26123225391437643	0.42113534700744143
1	55	0.26151363324618215	0.41937372704487386
1	56	0.2583121450264687	0.43718281693677596
1	57	0.2586876484995081	0.4129199934827144
1	58	0.25387938518382824	0.435914985230028
1	59	0.2572955012812912	0.4148352448910791
1	60	0.2503416534552726	0.4067454605030929
1	61	0.2534026453980147	0.41826770072901626
1	62	0.2512314502262442	0.41577682788928066
1	63	0.25441333175899	0.42393336984799523
1	64	0.24913854309927028	0.4163043526373145
1	65	0.24811126967481786	0.41166416816281765
1	66	0.24779087245686643	0.4127867906864456
1	67	0.24481432643306925	0.4186041627882226
1	68	0.2464126901862712	0.4259050107781542
1	69	0.24620835804265295	0.4352067951705346
1	70	0.24731744171171785	0.42104534804821014
1	71	0.24222286061932632	0.41795984810948794
1	72	0.24195808891834444	0.4245148509108978
1	73	0.24168732408090438	0.4216720198573999
1	74	0.24360121330842346	0.41374289726200036
1	75	0.24028055493884054	0.4213164265501204
1	76	0.23735019291411394	0.42113600128952267
1	77	0.24183896032440275	0.4212653699590966
1	78	0.2371159633544786	0.4112891851276054
1	79	0.23988224907065542	0.43041762367364794
1	80	0.23731724212613817	0.42597542587312287
1	81	0.2318289197592301	0.4109382418250869
1	82	0.23878452868954453	0.4166626887060307
1	83	0.23741940691523053	0.42435032466275113
1	84	0.2349946027293269	0.4223874987961968
1	85	0.2342501761143845	0.4163770300234165
1	86	0.23382247443825394	0.42100744575999227
1	87	0.23731181762079936	0.414123320274134
1	88	0.23189842574002933	0.417604323200118
1	89	0.23087533472985625	0.41416073240366086
1	90	0.2315452491559606	0.4248992718571909
2	1	0.8413503861481132	0.541320852908987
2	2	0.6063880824462358	0.5726251707481411
2	3	0.5538900850635442	0.5301129595761586
2	4	0.5249276228298803	0.4982426940025795
2	5	0.5037251030364409	0.5030053891899728
2	6	0.48304058391415094	0.4674921455947755
2	7	0.46928127177869944	0.48149145934270043
2	8	0.4567027411298935	0.4526500110070191
2	9	0.44603896555265915	0.4558813894700667
2	10	0.4318733818165031	0.44544759982466275
2	11	0.4212413391922566	0.4251582865264306
2	12	0.413756533684944	0.431283112918109
2	13	0.40734673712386493	0.41991263564820847
2	14	0.39585083909698404	0.4314712918373384
2	15	0.38924103250129577	0.422302589294346
2	16	0.38628009865576024	0.4206003224997133
2	17	0.3736390260256268	0.42313273682821767
2	18	0.3700879758123702	0.42476866175766126
2	19	0.3626282928232871	0.4291755858769265
2	20	0.3577033965159127	0.4277914169609757
2	21	0.3510956530611703	0.4287341749920862
2	22	0.345826953491558	0.4194099141725803
2	23	0.34271808590522035	0.41704363415392887
2	24	0.3371102285703398	0.4529927825232698
2	25	0.3340398604244076	0.41602507691711926
2	26	0.32891485766366174	0.4189041790819
2	27	0.3228396741570236	0.42224835512284253
2	28	0.3188660411119555	0.4300523425580756
2	29	0.3173525036551412	0.4107326417108307
2	30	0.31089121638897776	0.4106498015748317
2	31	0.30962663597577594	0.40976928932717327
2	32	0.30503630935326714	0.41463598393088097
2	33	0.3029733649511687	0.41221337778618816
2	34	0.29994756097436936	0.4127146002997779
2	35	0.299028352915094	0.4293871002252026
2	36	0.29219206609197534	0.408604174062557
2	37	0.29107657707657214	0.4119842219373784
2	38	0.2898407826557738	0.41198119905517294
2	39	0.28632218012762484	0.40925750741899647
2	40	0.2854524882320895	0.4192265368497835
2	41	0.27932442707153315	0.41447433444931314
2	42	0.2825722106190162	0.41119913088138027
2	43	0.2761678025535991	0.4086492088468673
2	44	0.27447658258592283	0.4151124536148651
2	45	0.2725580770670081	0.42157388381107114
2	46	0.27275489513189316	0.40811741067748186
2	47	0.2681438658294324	0.4169268701291337
2	48	0.2679549184560916	0.4004272081405451
2	49	0.2668271564184145	0.4040779816282933
2	50	0.26697008562148855	0.4140879044263186
2	51	0.25981536740747957	0.4082852084939977
2	52	0.26091850928385957	0.4217713453112558
2	53	0.2622673714282609	0.39682713635397465
2	54	0.2560417142963241	0.4084425263185804
2	55	0.25838117942968725	0.40880352558811645
2	56	0.25810286618292355	0.40830840949666797
2	57	0.25499819581549354	0.41446999394640904
2	58	0.2547122849978603	0.4183662007743815
2	59	0.253542439930922	0.40809407482720095
2	60	0.2513590053595605	0.40682488332367617
2	61	0.25320865040696927	0.40368981159196726
2	62	0.25320661942316214	0.4107425730451678
2	63	0.2467091453013394	0.4039883506171695
2	64	0.24732025775621114	0.41444017888168566
2	65	0.24731625400375373	0.4145218858449282
2	66	0.24232966293119007	0.4065483741119978
2	67	0.24390277217065862	0.4170496969783264
2	68	0.2436216023911857	0.40955263044514
2	69	0.2437819605733443	0.40833407416676465
2	70	0.24288054841157733	0.4067353403505083
2	71	0.2438538686277635	0.4057776137607258
